,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_basement,lat
6325,325000.0,-0.5858681781878425,-0.3987279239700485,-0.4736104532705165,-0.326531339397174,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
13473,257000.0,-0.7710900867020607,-1.473925256567012,-1.4474300822299573,-1.1757966568585811,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.20676503792053902
17614,228500.0,-0.8487198571822845,-0.3987279239700485,-1.4474300822299573,-1.0886925217343344,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.4553104582283213
16970,288000.0,-0.6866506872323437,-0.3987279239700485,0.17560263270244408,0.010997184209282689,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.1715322928771625
20868,479000.0,-0.1663950324350544,-1.473925256567012,0.5002091756889243,-0.36899460527024436,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,0.00788782507254566
8993,459900.0,-0.21842059791478333,-0.3987279239700485,-0.4736104532705165,0.2831976064725542,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,1.2167223692967593
10432,449500.0,-0.24674865451107553,1.7516667412238787,0.8248157186754046,-0.04344290024337162,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.2393174075065576
10163,769000.0,0.6235219303461701,1.7516667412238787,0.17560263270244408,1.3502232617445786,-0.9154058262174427,-0.0871706143260966,2.3041316580820643,1.1426405340477093,2.5498296236748637
17889,680000.0,0.3810991383202081,-0.3987279239700485,-0.4736104532705165,-0.34830737317823574,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,0.019185344177444854
13246,293500.0,-0.6716695034554584,-0.3987279239700485,0.5002091756889243,-0.5116276265361986,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
7958,203000.0,-0.9181780728751163,-0.3987279239700485,-0.4736104532705165,-0.9689243359384948,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
14227,360000.0,-0.4905333723349362,1.7516667412238787,1.149422261661885,0.4356298429399863,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.4200777131849447
5564,258000.0,-0.7683662351062635,-0.3987279239700485,-0.1490039102840362,-0.7511639981278776,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
2154,245990.0,-0.8010796927717893,-0.3987279239700485,-1.4474300822299573,-1.1322445892964579,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
5701,352000.0,-0.5123241851013148,1.7516667412238787,0.8248157186754046,0.9800306874665293,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,2.2109040505278883
21058,300000.0,-0.6539644680827758,-0.3987279239700485,1.4740288046483652,-0.6640598630036307,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.003409694032353534
6346,430000.0,-0.2998637606291234,-1.473925256567012,-1.4474300822299573,-1.502437163574507,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
2298,900000.0,0.9803464893956197,1.7516667412238787,1.149422261661885,2.471689001469257,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.9933722114176886,2.504639547255267
3168,285000.0,-0.6948222420197356,0.6764694086269151,-0.1490039102840362,-0.34830737317823574,-0.9154058262174427,-0.0871706143260966,0.9991896339185599,-0.5588228206922498,1.555647942443735
9405,353900.0,-0.5071488670692998,-0.3987279239700485,-0.4736104532705165,-0.566067710988853,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,1.1037471782477675
8704,780000.0,0.6534842978999407,0.6764694086269151,-0.4736104532705165,0.4356298429399863,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.8041933627515174
4767,600000.0,0.163191010656422,1.7516667412238787,0.17560263270244408,0.7404943158748504,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,2.4594494708356702
19979,447055.0,-0.2534084716628,0.6764694086269151,0.5002091756889243,0.40078818889028756,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
9805,284200.0,-0.6970013232963734,-0.3987279239700485,-0.4736104532705165,-0.5878437447699147,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.4033009937440174
896,980000.0,1.1982546170594057,1.7516667412238787,0.5002091756889243,1.176014991496085,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,2.4594494708356702
7267,469500.0,-0.192271622595129,0.6764694086269151,0.8248157186754046,-0.16321108603921108,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,1.0359620636183722
20357,879950.0,0.9257332648998834,0.6764694086269151,0.8248157186754046,1.0235827550286527,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
18845,570000.0,0.08147546278250224,1.7516667412238787,-0.4736104532705165,0.46829389361157886,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
707,550000.0,0.02699843086655572,0.6764694086269151,-0.4736104532705165,0.4356298429399863,-0.9154058262174427,-0.0871706143260966,3.609073682245569,0.2919088566777297,1.6460280952829287
9138,325000.0,-0.5858681781878425,-0.3987279239700485,-1.4474300822299573,-0.5334036603172604,-0.9154058262174427,-0.0871706143260966,0.9991896339185599,-0.5588228206922498,0.4710861083734126
10443,400000.0,-0.38157930850304317,1.7516667412238787,0.5002091756889243,0.46829389361157886,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.1489372546673642
20729,1130000.0,1.6068323564290048,0.6764694086269151,1.4740288046483652,1.8837360893805908,-0.9154058262174427,-0.0871706143260966,0.9991896339185599,1.9933722114176886,1.8945735155907109
19248,270000.0,-0.7356800159566955,0.6764694086269151,0.5002091756889243,-0.19587513671080367,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
10863,232000.0,-0.8391863765969939,-0.3987279239700485,-0.7982169962569967,-0.7511639981278776,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
14563,540000.0,-0.0002400850914175393,0.6764694086269151,-0.7982169962569967,0.9941851094242194,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.0585571018281705
205,840000.0,0.8169153936477802,0.6764694086269151,-0.4736104532705165,0.4356298429399863,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,1.2619124457163562
7068,1038000.0,1.3562380096156508,0.6764694086269151,-0.4736104532705165,-0.6967239136752233,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
11448,360000.0,-0.4905333723349362,-1.473925256567012,-1.4474300822299573,-1.045140454172211,-0.9154058262174427,-0.0871706143260966,3.609073682245569,-0.5588228206922498,-0.6586658021165067
8029,210000.0,-0.8991111117045351,0.6764694086269151,-0.4736104532705165,0.010997184209282689,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.1715322928771625
16494,595000.0,0.1495717526774354,-0.3987279239700485,0.5002091756889243,-0.3591953900687666,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
1791,686000.0,0.39744224789499205,0.6764694086269151,0.17560263270244408,0.05454925177140613,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
17395,331000.0,-0.5695250686130586,0.6764694086269151,1.149422261661885,0.43889624800714555,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
2677,399500.0,-0.3829412343009418,-0.3987279239700485,-0.4736104532705165,-0.7293879643468159,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
3538,355000.0,-0.5041526303139228,0.6764694086269151,-1.4474300822299573,-0.7293879643468159,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
17853,420000.0,-0.3271022765870966,0.6764694086269151,0.5002091756889243,1.0453587888097144,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
16149,533000.0,-0.01930704626199882,-0.3987279239700485,0.5002091756889243,0.7949344003275047,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
16627,799500.0,0.7065994040179885,0.6764694086269151,0.5002091756889243,0.7404943158748504,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
6392,800000.0,0.7079613298158872,0.6764694086269151,0.5002091756889243,3.1140819980105783,-0.9154058262174427,-0.0871706143260966,4.9140157064090735,1.1426405340477093,2.7079948911434526
1005,563000.0,0.062408501611920957,-0.3987279239700485,-0.1490039102840362,-0.7620520150184085,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
13685,555000.0,0.04061768884554235,-0.3987279239700485,0.5002091756889243,1.0562468057002454,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
15769,642000.0,0.2775927776799097,-0.3987279239700485,-1.4474300822299573,-1.1322445892964579,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.27455015254993415
12204,1300000.0,2.06988712771455,1.7516667412238787,2.447848433607806,1.4003081394410206,1.8624290764882607,-0.0871706143260966,2.3041316580820643,0.2919088566777297,0.2451357262754287
2771,268000.0,-0.7411277191482901,1.7516667412238787,-0.4736104532705165,-0.38097142384982835,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.9681769489889771
12643,269900.0,-0.7359524011162752,-0.3987279239700485,0.17560263270244408,-0.3700834069592975,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.7648216051007916
18813,520000.0,-0.054717117007364056,0.6764694086269151,0.5002091756889243,0.35941372470627025,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,1.2845074839261545
6136,543000.0,0.007931469695974438,-0.3987279239700485,0.5002091756889243,0.010997184209282689,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.9907719871987755
19589,235000.0,-0.831014821809602,-0.3987279239700485,-1.4474300822299573,-0.5334036603172604,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
7877,360000.0,-0.4905333723349362,0.6764694086269151,-1.4474300822299573,-0.6749478798941616,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.3875253435989261
14695,380950.0,-0.4334686814029822,-1.473925256567012,-1.4474300822299573,-0.7076119305657542,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,0.06437542059704163
12407,352000.0,-0.5123241851013148,-1.473925256567012,0.5002091756889243,-0.8273801163615937,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,0.8326067197301867
4356,926300.0,1.0519837863650894,-0.3987279239700485,-0.7982169962569967,-0.45718754208354434,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
7172,1255000.0,1.9473138059036705,0.6764694086269151,0.5002091756889243,1.2195670590582084,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
10772,725000.0,0.5036724601310877,0.6764694086269151,0.5002091756889243,0.7296062989843195,-0.9154058262174427,-0.0871706143260966,3.609073682245569,0.2919088566777297,2.436854432625872
9888,713000.0,0.4709862409815198,-2.5491225891639755,-1.4474300822299573,-0.9798123528290257,0.010539141351125113,-0.0871706143260966,2.3041316580820643,0.2919088566777297,0.1095654970166384
19788,349900.0,-0.5180442734524892,0.6764694086269151,0.5002091756889243,-0.030377279974734585,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
9195,975000.0,1.1846353590804193,-0.3987279239700485,0.5002091756889243,0.4900699273926406,1.8624290764882607,-0.0871706143260966,4.9140157064090735,1.1426405340477093,-0.6586658021165067
13475,330000.0,-0.572248920208856,-0.3987279239700485,-1.4474300822299573,-1.1104685555153961,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
12495,400000.0,-0.38157930850304317,1.7516667412238787,0.17560263270244408,-0.010778849571779034,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,1.5782429806535334
13614,310000.0,-0.6267259521248025,0.6764694086269151,0.5002091756889243,0.39207777537786287,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
12029,485000.0,-0.15005192286027047,-0.3987279239700485,-1.4474300822299573,-1.1540206230775194,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
2101,643000.0,0.280316629275707,-0.3987279239700485,0.8248157186754046,-0.05433091713390248,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,0.7648216051007916
15274,605000.0,0.17681026863540864,-0.3987279239700485,0.17560263270244408,0.19609347134830735,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
4197,527000.0,-0.03565015583678278,2.8268640738208424,1.7986353476348453,1.0018067212475912,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,2.730589929353251
7495,515000.0,-0.06833637498635069,1.7516667412238787,1.149422261661885,0.6425021638600726,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,2.2786891651572834
9842,225000.0,-0.8582533377675752,0.6764694086269151,-1.4474300822299573,-1.0124764035006184,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
18602,283450.0,-0.6990442119932215,1.7516667412238787,0.8248157186754046,0.7513823327653812,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,2.2334990887376867
4045,704300.0,0.4472887320980831,0.6764694086269151,-0.7982169962569967,-0.3156433225066432,0.010539141351125113,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
8865,270000.0,-0.7356800159566955,-0.3987279239700485,0.17560263270244408,0.02188520109981355,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,-0.6586658021165067
14628,609000.0,0.18770567501859795,-0.3987279239700485,0.5002091756889243,0.5989500962979493,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,1.1426405340477093,-0.6586658021165067
2730,649000.0,0.29665973885049096,0.6764694086269151,-0.1490039102840362,0.1743174375672456,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,0.2919088566777297,1.8719784773809125
1664,830000.0,0.789676877689807,-0.3987279239700485,0.5002091756889243,1.4046633461972329,0.9364841089196929,-0.0871706143260966,2.3041316580820643,0.2919088566777297,0.5388712230028078
16016,497300.0,-0.11654854823196335,2.8268640738208424,0.8248157186754046,1.2195670590582084,-0.9154058262174427,-0.0871706143260966,2.3041316580820643,0.2919088566777297,2.956540311451235
1476,400000.0,-0.38157930850304317,-0.3987279239700485,0.17560263270244408,-0.6313958123320381,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
18296,182500.0,-0.9740170305889615,-1.473925256567012,-1.4474300822299573,-1.1322445892964579,-0.9154058262174427,-0.0871706143260966,-0.30575239024494455,-1.4095544980622292,-0.6586658021165067
21326,353000.0,-0.5096003335055175,-2.5491225891639755,-1.4474300822299573,-1.66575741693247,0.9364841089196929,-0.0871706143260966,-0.30575239024494455,-0.5588228206922498,-0.6586658021165067
